Sentence,Tags
"['sarah', 'was', 'born', 'fake_date_29', 'paris']","['B-PER', 'O', 'O', 'B-DATE', 'B-LOC']"
"['jhon', 'fake_org_100', 'in', 'fake_prod_94']","['B-PER', 'I-ORG', 'O', 'I-PROD']"
"['fake_per_6', 'was', 'born', 'to', 'fake_org_49']","['B-PER', 'O', 'O', 'O', 'I-ORG']"
"['fake_org_23', 'moved', 'fake_per_78', 'fake_per_11']","['B-ORG', 'O', 'B-PER', 'B-PER']"
"['mary', 'studies', 'near', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_prod_85', 'lives', 'near', 'word_89']","['B-PROD', 'O', 'O', 'O']"
"['fake_date_57', 'fake_misc_8', 'word_69', 'fake_date_31']","['B-DATE', 'I-MISC', 'O', 'I-DATE']"
"['fake_loc_66', 'word_57', 'fake_misc_56', 'tokyo']","['B-LOC', 'O', 'I-MISC', 'B-LOC']"
"['fake_per_64', 'fake_org_60', 'fake_per_98', 'madrid']","['I-PER', 'I-ORG', 'B-PER', 'B-LOC']"
"['fake_misc_2', 'fake_org_5', 'near', 'london']","['B-MISC', 'I-ORG', 'O', 'B-LOC']"
"['alice', 'fake_date_40', 'word_27', 'tokyo']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['fake_misc_38', 'travels', 'to', 'rome']","['I-MISC', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_org_4', 'fake_misc_74', 'fake_date_32', 'york']","['B-PER', 'I-ORG', 'B-MISC', 'B-DATE', 'I-LOC']"
"['sarah', 'fake_prod_68', 'from', 'fake_date_39']","['B-PER', 'I-PROD', 'O', 'I-DATE']"
"['mary', 'studies', 'from', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_9', 'was', 'born', 'fake_org_24', 'fake_loc_37']","['I-PROD', 'O', 'O', 'I-ORG', 'I-LOC']"
"['fake_prod_97', 'works', 'around', 'fake_misc_72']","['B-PROD', 'O', 'O', 'I-MISC']"
"['fake_prod_24', 'fake_misc_4', 'fake_prod_81', 'fake_org_43']","['I-PROD', 'I-MISC', 'I-PROD', 'I-ORG']"
"['emma', 'fake_per_24', 'to', 'fake_date_55', 'york']","['B-PER', 'I-PER', 'O', 'B-DATE', 'I-LOC']"
"['fake_misc_84', 'fake_org_95', 'fake_misc_20', 'canada']","['B-MISC', 'B-ORG', 'I-MISC', 'B-LOC']"
"['mary', 'fake_org_96', 'word_10', 'fake_loc_56']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['fake_loc_30', 'fake_date_68', 'around', 'moscow']","['B-LOC', 'B-DATE', 'O', 'B-LOC']"
"['mary', 'fake_loc_7', 'fake_date_30', 'fake_prod_47']","['B-PER', 'B-LOC', 'B-DATE', 'B-PROD']"
"['jhon', 'works', 'around', 'fake_loc_4', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_loc_93', 'was', 'born', 'fake_per_9', 'fake_loc_8']","['B-LOC', 'O', 'O', 'B-PER', 'B-LOC']"
"['bob', 'travels', 'from', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_12', 'fake_date_54', 'in', 'fake_misc_93']","['I-PROD', 'I-DATE', 'O', 'I-MISC']"
"['fake_per_81', 'fake_date_80', 'fake_loc_31', 'fake_prod_60']","['I-PER', 'I-DATE', 'B-LOC', 'B-PROD']"
"['david', 'travels', 'fake_loc_47', 'new', 'york']","['B-PER', 'O', 'I-LOC', 'B-LOC', 'I-LOC']"
"['bob', 'travels', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_69', 'fake_org_7', 'in', 'canada']","['B-LOC', 'B-ORG', 'O', 'B-LOC']"
"['sarah', 'works', 'near', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_34', 'fake_prod_29', 'from', 'fake_loc_68']","['I-PER', 'B-PROD', 'O', 'I-LOC']"
"['fake_date_55', 'fake_prod_12', 'from', 'paris']","['B-DATE', 'B-PROD', 'O', 'B-LOC']"
"['emma', 'fake_loc_8', 'fake_prod_74', 'fake_date_38']","['B-PER', 'B-LOC', 'B-PROD', 'B-DATE']"
"['emma', 'fake_per_98', 'in', 'canada']","['B-PER', 'B-PER', 'O', 'B-LOC']"
"['fake_prod_16', 'lives', 'fake_prod_87', 'fake_org_22']","['B-PROD', 'O', 'B-PROD', 'B-ORG']"
"['bob', 'was', 'born', 'near', 'canada']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['mary', 'fake_loc_22', 'around', 'tokyo']","['B-PER', 'B-LOC', 'O', 'B-LOC']"
"['fake_loc_60', 'works', 'to', 'fake_org_6']","['I-LOC', 'O', 'O', 'B-ORG']"
"['charlie', 'was', 'born', 'fake_per_69', 'canada']","['B-PER', 'O', 'O', 'I-PER', 'B-LOC']"
"['fake_prod_3', 'fake_date_41', 'around', 'moscow']","['B-PROD', 'B-DATE', 'O', 'B-LOC']"
"['bob', 'studies', 'to', 'fake_date_3']","['B-PER', 'O', 'O', 'B-DATE']"
"['fake_loc_51', 'lives', 'near', 'beijing']","['I-LOC', 'O', 'O', 'B-LOC']"
"['fake_org_41', 'lives', 'in', 'fake_org_7', 'fake_per_70']","['I-ORG', 'O', 'O', 'B-ORG', 'B-PER']"
"['fake_per_88', 'fake_prod_38', 'from', 'new', 'fake_misc_12']","['I-PER', 'I-PROD', 'O', 'B-LOC', 'B-MISC']"
"['jhon', 'was', 'born', 'fake_loc_6', 'word_58']","['B-PER', 'O', 'O', 'I-LOC', 'O']"
"['michael', 'fake_prod_90', 'in', 'fake_per_58']","['B-PER', 'I-PROD', 'O', 'I-PER']"
"['fake_per_38', 'fake_loc_70', 'from', 'fake_prod_82']","['I-PER', 'I-LOC', 'O', 'B-PROD']"
"['bob', 'was', 'born', 'around', 'fake_misc_39']","['B-PER', 'O', 'O', 'O', 'B-MISC']"
"['michael', 'works', 'near', 'fake_org_91']","['B-PER', 'O', 'O', 'B-ORG']"
"['fake_per_17', 'was', 'born', 'fake_org_83', 'moscow']","['I-PER', 'O', 'O', 'I-ORG', 'B-LOC']"
"['david', 'fake_loc_97', 'fake_loc_76', 'berlin']","['B-PER', 'I-LOC', 'I-LOC', 'B-LOC']"
"['bob', 'fake_org_69', 'from', 'new', 'fake_date_20']","['B-PER', 'I-ORG', 'O', 'B-LOC', 'B-DATE']"
"['linda', 'fake_org_89', 'fake_prod_5', 'london']","['B-PER', 'B-ORG', 'I-PROD', 'B-LOC']"
"['david', 'fake_date_43', 'fake_org_77', 'word_3']","['B-PER', 'I-DATE', 'B-ORG', 'O']"
"['bob', 'lives', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'moved', 'fake_prod_77', 'rome']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['fake_prod_32', 'was', 'born', 'around', 'rome']","['B-PROD', 'O', 'O', 'O', 'B-LOC']"
"['fake_misc_42', 'fake_loc_84', 'in', 'rome']","['B-MISC', 'I-LOC', 'O', 'B-LOC']"
"['fake_per_97', 'travels', 'to', 'fake_date_80']","['I-PER', 'O', 'O', 'I-DATE']"
"['michael', 'works', 'fake_org_4', 'fake_misc_96']","['B-PER', 'O', 'B-ORG', 'B-MISC']"
"['fake_org_98', 'fake_loc_62', 'fake_loc_61', 'berlin']","['B-ORG', 'I-LOC', 'B-LOC', 'B-LOC']"
"['emma', 'studies', 'fake_loc_32', 'word_27']","['B-PER', 'O', 'B-LOC', 'O']"
"['fake_loc_60', 'fake_per_31', 'fake_misc_94', 'madrid']","['B-LOC', 'I-PER', 'I-MISC', 'B-LOC']"
"['fake_date_30', 'studies', 'fake_misc_77', 'london']","['B-DATE', 'O', 'B-MISC', 'B-LOC']"
"['mary', 'studies', 'word_3', 'fake_per_1', 'fake_per_62']","['B-PER', 'O', 'O', 'B-PER', 'B-PER']"
"['fake_misc_14', 'fake_org_5', 'fake_per_22', 'word_65']","['I-MISC', 'B-ORG', 'B-PER', 'O']"
"['bob', 'fake_misc_75', 'around', 'fake_per_76']","['B-PER', 'I-MISC', 'O', 'I-PER']"
"['michael', 'fake_misc_63', 'around', 'fake_misc_63']","['B-PER', 'I-MISC', 'O', 'I-MISC']"
"['david', 'fake_org_66', 'near', 'berlin']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['bob', 'travels', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'moved', 'fake_misc_86', 'fake_misc_1']","['B-PER', 'O', 'B-MISC', 'B-MISC']"
"['sarah', 'fake_prod_58', 'fake_prod_20', 'beijing']","['B-PER', 'B-PROD', 'I-PROD', 'B-LOC']"
"['sarah', 'was', 'born', 'fake_date_79', 'word_67']","['B-PER', 'O', 'O', 'I-DATE', 'O']"
"['emma', 'lives', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_68', 'fake_prod_28', 'in', 'fake_loc_27']","['I-PER', 'I-PROD', 'O', 'I-LOC']"
"['fake_org_82', 'was', 'born', 'in', 'fake_date_63']","['I-ORG', 'O', 'O', 'O', 'B-DATE']"
"['fake_org_27', 'works', 'to', 'tokyo']","['I-ORG', 'O', 'O', 'B-LOC']"
"['emma', 'fake_per_48', 'fake_date_80', 'fake_date_28']","['B-PER', 'B-PER', 'I-DATE', 'B-DATE']"
"['charlie', 'was', 'born', 'from', 'fake_prod_83']","['B-PER', 'O', 'O', 'O', 'B-PROD']"
"['david', 'fake_date_24', 'fake_prod_39', 'fake_misc_7']","['B-PER', 'I-DATE', 'B-PROD', 'I-MISC']"
"['fake_prod_31', 'fake_org_56', 'to', 'london']","['I-PROD', 'I-ORG', 'O', 'B-LOC']"
"['fake_misc_63', 'lives', 'fake_date_35', 'fake_prod_24']","['B-MISC', 'O', 'I-DATE', 'I-PROD']"
"['jhon', 'fake_date_58', 'fake_org_24', 'fake_loc_49']","['B-PER', 'B-DATE', 'B-ORG', 'I-LOC']"
"['alice', 'studies', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_loc_21', 'from', 'fake_org_96']","['B-PER', 'B-LOC', 'O', 'I-ORG']"
"['sarah', 'works', 'fake_per_48', 'beijing']","['B-PER', 'O', 'B-PER', 'B-LOC']"
"['jhon', 'fake_prod_33', 'fake_org_34', 'fake_date_48']","['B-PER', 'B-PROD', 'I-ORG', 'B-DATE']"
"['charlie', 'works', 'around', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_misc_63', 'in', 'madrid']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['fake_prod_51', 'fake_per_36', 'fake_misc_36', 'fake_loc_11']","['B-PROD', 'I-PER', 'I-MISC', 'B-LOC']"
"['word_82', 'fake_org_97', 'fake_per_72', 'fake_date_51']","['O', 'I-ORG', 'I-PER', 'B-DATE']"
"['fake_per_67', 'fake_date_48', 'around', 'madrid']","['I-PER', 'B-DATE', 'O', 'B-LOC']"
"['fake_org_58', 'lives', 'fake_misc_35', 'rome']","['I-ORG', 'O', 'I-MISC', 'B-LOC']"
"['fake_per_49', 'fake_date_75', 'near', 'canada']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['emma', 'studies', 'to', 'paris']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_61', 'was', 'born', 'in', 'fake_prod_17']","['I-LOC', 'O', 'O', 'O', 'I-PROD']"
"['fake_misc_40', 'fake_loc_3', 'near', 'beijing']","['B-MISC', 'B-LOC', 'O', 'B-LOC']"
"['fake_per_41', 'fake_misc_70', 'fake_org_42', 'word_11']","['I-PER', 'I-MISC', 'B-ORG', 'O']"
"['fake_org_12', 'lives', 'fake_date_52', 'fake_loc_65']","['B-ORG', 'O', 'B-DATE', 'I-LOC']"
"['bob', 'moved', 'fake_misc_79', 'fake_per_39', 'york']","['B-PER', 'O', 'B-MISC', 'I-PER', 'I-LOC']"
"['fake_loc_19', 'lives', 'to', 'madrid']","['I-LOC', 'O', 'O', 'B-LOC']"
"['fake_loc_60', 'fake_misc_85', 'fake_prod_23', 'fake_prod_28']","['I-LOC', 'I-MISC', 'B-PROD', 'I-PROD']"
"['fake_loc_42', 'fake_prod_69', 'to', 'rome']","['I-LOC', 'I-PROD', 'O', 'B-LOC']"
"['linda', 'fake_org_44', 'fake_org_37', 'fake_per_36']","['B-PER', 'B-ORG', 'B-ORG', 'B-PER']"
"['fake_date_10', 'fake_misc_43', 'fake_per_15', 'fake_prod_73']","['B-DATE', 'I-MISC', 'I-PER', 'I-PROD']"
"['mary', 'studies', 'from', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_50', 'fake_loc_63', 'around', 'fake_per_15']","['B-MISC', 'B-LOC', 'O', 'B-PER']"
"['sarah', 'moved', 'near', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'lives', 'from', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_78', 'lives', 'fake_per_84', 'fake_org_19']","['B-DATE', 'O', 'I-PER', 'B-ORG']"
"['jhon', 'works', 'fake_misc_82', 'fake_loc_7']","['B-PER', 'O', 'I-MISC', 'I-LOC']"
"['fake_loc_16', 'lives', 'in', 'fake_loc_1']","['I-LOC', 'O', 'O', 'I-LOC']"
"['charlie', 'fake_per_78', 'from', 'paris']","['B-PER', 'I-PER', 'O', 'B-LOC']"
"['fake_loc_76', 'fake_prod_19', 'fake_misc_100', 'moscow']","['I-LOC', 'I-PROD', 'I-MISC', 'B-LOC']"
"['fake_date_14', 'fake_org_100', 'fake_prod_36', 'fake_date_47']","['I-DATE', 'I-ORG', 'I-PROD', 'B-DATE']"
"['fake_misc_71', 'fake_loc_56', 'to', 'new', 'fake_date_19']","['I-MISC', 'I-LOC', 'O', 'B-LOC', 'B-DATE']"
"['fake_misc_23', 'fake_per_96', 'near', 'fake_prod_89']","['B-MISC', 'I-PER', 'O', 'I-PROD']"
"['emma', 'lives', 'from', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'fake_prod_64', 'fake_org_23', 'new', 'fake_loc_63']","['B-PER', 'I-PROD', 'B-ORG', 'B-LOC', 'I-LOC']"
"['sarah', 'fake_prod_93', 'near', 'canada']","['B-PER', 'I-PROD', 'O', 'B-LOC']"
"['charlie', 'fake_per_54', 'in', 'beijing']","['B-PER', 'I-PER', 'O', 'B-LOC']"
"['charlie', 'fake_loc_29', 'fake_prod_98', 'london']","['B-PER', 'B-LOC', 'I-PROD', 'B-LOC']"
"['fake_org_47', 'moved', 'fake_org_63', 'fake_loc_36', 'york']","['B-ORG', 'O', 'I-ORG', 'I-LOC', 'I-LOC']"
"['sarah', 'fake_prod_21', 'fake_date_90', 'fake_prod_51']","['B-PER', 'B-PROD', 'B-DATE', 'B-PROD']"
"['fake_loc_58', 'moved', 'around', 'fake_loc_2']","['B-LOC', 'O', 'O', 'B-LOC']"
"['emma', 'lives', 'in', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_92', 'moved', 'around', 'moscow']","['B-DATE', 'O', 'O', 'B-LOC']"
"['fake_per_34', 'fake_per_97', 'around', 'fake_misc_49']","['I-PER', 'I-PER', 'O', 'B-MISC']"
"['fake_date_89', 'fake_loc_77', 'fake_loc_19', 'canada']","['B-DATE', 'B-LOC', 'I-LOC', 'B-LOC']"
"['fake_per_60', 'studies', 'fake_prod_28', 'canada']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['fake_misc_33', 'fake_date_63', 'to', 'word_69']","['I-MISC', 'B-DATE', 'O', 'O']"
"['michael', 'was', 'born', 'fake_loc_89', 'fake_per_3']","['B-PER', 'O', 'O', 'I-LOC', 'B-PER']"
"['david', 'fake_prod_67', 'fake_org_34', 'rome']","['B-PER', 'I-PROD', 'B-ORG', 'B-LOC']"
"['emma', 'moved', 'fake_org_9', 'fake_misc_2']","['B-PER', 'O', 'I-ORG', 'I-MISC']"
"['jhon', 'moved', 'in', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_prod_67', 'travels', 'word_15', 'fake_loc_89']","['B-PROD', 'O', 'O', 'I-LOC']"
"['fake_per_64', 'lives', 'to', 'new', 'word_17']","['I-PER', 'O', 'O', 'B-LOC', 'O']"
"['bob', 'fake_date_23', 'around', 'berlin']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['linda', 'studies', 'fake_prod_67', 'fake_per_87']","['B-PER', 'O', 'B-PROD', 'I-PER']"
"['fake_misc_47', 'fake_loc_97', 'fake_date_44', 'new', 'york']","['B-MISC', 'B-LOC', 'B-DATE', 'B-LOC', 'I-LOC']"
"['david', 'fake_prod_72', 'fake_loc_70', 'fake_org_41']","['B-PER', 'B-PROD', 'B-LOC', 'I-ORG']"
"['fake_loc_90', 'studies', 'near', 'fake_misc_60']","['B-LOC', 'O', 'O', 'B-MISC']"
"['fake_org_89', 'works', 'fake_loc_26', 'fake_per_75']","['B-ORG', 'O', 'I-LOC', 'I-PER']"
"['fake_loc_11', 'fake_prod_19', 'fake_loc_6', 'berlin']","['B-LOC', 'I-PROD', 'B-LOC', 'B-LOC']"
"['fake_org_70', 'travels', 'to', 'beijing']","['B-ORG', 'O', 'O', 'B-LOC']"
"['linda', 'moved', 'fake_loc_30', 'fake_loc_50']","['B-PER', 'O', 'B-LOC', 'B-LOC']"
"['fake_loc_82', 'lives', 'in', 'canada']","['I-LOC', 'O', 'O', 'B-LOC']"
"['fake_date_9', 'moved', 'fake_misc_95', 'madrid']","['B-DATE', 'O', 'I-MISC', 'B-LOC']"
"['sarah', 'fake_per_33', 'fake_per_60', 'madrid']","['B-PER', 'B-PER', 'B-PER', 'B-LOC']"
"['sarah', 'lives', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'fake_date_4', 'in', 'berlin']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_date_99', 'works', 'fake_org_78', 'fake_per_48']","['B-DATE', 'O', 'I-ORG', 'B-PER']"
"['mary', 'fake_org_74', 'around', 'moscow']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['fake_per_69', 'moved', 'around', 'fake_org_15', 'york']","['I-PER', 'O', 'O', 'I-ORG', 'I-LOC']"
"['sarah', 'travels', 'fake_per_17', 'london']","['B-PER', 'O', 'B-PER', 'B-LOC']"
"['jhon', 'fake_date_98', 'around', 'moscow']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['sarah', 'fake_misc_22', 'from', 'berlin']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_loc_77', 'fake_org_32', 'fake_loc_41', 'fake_misc_29']","['B-LOC', 'I-ORG', 'B-LOC', 'B-MISC']"
"['charlie', 'works', 'from', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['linda', 'was', 'born', 'from', 'moscow']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_per_40', 'fake_prod_60', 'around', 'tokyo']","['I-PER', 'B-PROD', 'O', 'B-LOC']"
"['david', 'fake_misc_28', 'fake_prod_24', 'fake_per_31']","['B-PER', 'I-MISC', 'I-PROD', 'I-PER']"
"['jhon', 'fake_misc_92', 'around', 'madrid']","['B-PER', 'B-MISC', 'O', 'B-LOC']"
"['linda', 'fake_per_65', 'from', 'fake_org_53']","['B-PER', 'I-PER', 'O', 'B-ORG']"
"['fake_org_11', 'fake_per_48', 'in', 'london']","['I-ORG', 'B-PER', 'O', 'B-LOC']"
"['fake_prod_35', 'fake_date_24', 'in', 'fake_per_53']","['I-PROD', 'B-DATE', 'O', 'I-PER']"
"['alice', 'fake_prod_18', 'fake_org_24', 'canada']","['B-PER', 'I-PROD', 'I-ORG', 'B-LOC']"
"['bob', 'word_46', 'fake_loc_5', 'fake_misc_68']","['B-PER', 'O', 'I-LOC', 'I-MISC']"
"['fake_date_51', 'lives', 'fake_prod_99', 'fake_per_9']","['B-DATE', 'O', 'B-PROD', 'B-PER']"
"['charlie', 'works', 'from', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'fake_misc_49', 'fake_date_68', 'fake_loc_3', 'fake_misc_42']","['B-PER', 'I-MISC', 'I-DATE', 'I-LOC', 'B-MISC']"
"['alice', 'fake_date_17', 'near', 'fake_loc_87']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_date_24', 'travels', 'in', 'fake_loc_58']","['B-DATE', 'O', 'O', 'I-LOC']"
"['alice', 'was', 'born', 'fake_date_57', 'new', 'fake_loc_1']","['B-PER', 'O', 'O', 'I-DATE', 'B-LOC', 'I-LOC']"
"['alice', 'fake_date_4', 'word_74', 'fake_misc_53']","['B-PER', 'I-DATE', 'O', 'I-MISC']"
"['fake_org_65', 'fake_date_95', 'fake_per_68', 'fake_misc_94']","['I-ORG', 'I-DATE', 'I-PER', 'I-MISC']"
"['sarah', 'studies', 'near', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'fake_date_69', 'fake_date_82', 'berlin']","['B-PER', 'I-DATE', 'I-DATE', 'B-LOC']"
"['fake_per_55', 'fake_org_73', 'fake_prod_7', 'word_48']","['I-PER', 'B-ORG', 'I-PROD', 'O']"
"['charlie', 'fake_per_93', 'around', 'madrid']","['B-PER', 'B-PER', 'O', 'B-LOC']"
"['fake_prod_26', 'fake_loc_99', 'from', 'fake_date_82']","['B-PROD', 'B-LOC', 'O', 'B-DATE']"
"['bob', 'moved', 'from', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'fake_loc_16', 'word_13', 'fake_prod_45']","['B-PER', 'I-LOC', 'O', 'I-PROD']"
"['linda', 'travels', 'fake_prod_29', 'beijing']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['david', 'works', 'in', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_19', 'fake_date_84', 'fake_per_16', 'fake_prod_1']","['I-ORG', 'I-DATE', 'B-PER', 'I-PROD']"
"['david', 'works', 'in', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'works', 'from', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'travels', 'around', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_95', 'moved', 'fake_org_60', 'madrid']","['I-LOC', 'O', 'I-ORG', 'B-LOC']"
"['jhon', 'fake_loc_2', 'around', 'tokyo']","['B-PER', 'I-LOC', 'O', 'B-LOC']"
"['fake_date_73', 'fake_org_61', 'in', 'new', 'york']","['B-DATE', 'B-ORG', 'O', 'B-LOC', 'I-LOC']"
"['sarah', 'fake_org_30', 'around', 'word_50']","['B-PER', 'I-ORG', 'O', 'O']"
"['fake_date_15', 'lives', 'fake_prod_53', 'canada']","['I-DATE', 'O', 'B-PROD', 'B-LOC']"
"['bob', 'fake_per_72', 'fake_loc_100', 'new', 'fake_date_40']","['B-PER', 'B-PER', 'B-LOC', 'B-LOC', 'I-DATE']"
"['fake_per_42', 'fake_loc_80', 'fake_loc_6', 'tokyo']","['B-PER', 'I-LOC', 'B-LOC', 'B-LOC']"
"['david', 'fake_misc_91', 'fake_prod_83', 'fake_date_8']","['B-PER', 'B-MISC', 'I-PROD', 'I-DATE']"
"['mary', 'fake_per_5', 'fake_date_27', 'fake_prod_97', 'york']","['B-PER', 'B-PER', 'I-DATE', 'B-PROD', 'I-LOC']"
"['fake_loc_99', 'fake_prod_36', 'fake_per_60', 'fake_misc_80']","['B-LOC', 'I-PROD', 'I-PER', 'I-MISC']"
"['jhon', 'studies', 'in', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_81', 'studies', 'word_32', 'tokyo']","['O', 'O', 'O', 'B-LOC']"
"['linda', 'works', 'in', 'fake_date_100']","['B-PER', 'O', 'O', 'I-DATE']"
"['fake_date_63', 'fake_prod_46', 'from', 'word_99']","['I-DATE', 'I-PROD', 'O', 'O']"
"['word_63', 'moved', 'in', 'fake_date_11']","['O', 'O', 'O', 'B-DATE']"
"['alice', 'moved', 'from', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_date_22', 'fake_prod_17', 'to', 'moscow']","['I-DATE', 'B-PROD', 'O', 'B-LOC']"
"['linda', 'was', 'born', 'fake_per_44', 'london']","['B-PER', 'O', 'O', 'B-PER', 'B-LOC']"
"['fake_date_49', 'fake_org_54', 'fake_org_44', 'fake_per_6']","['B-DATE', 'B-ORG', 'I-ORG', 'B-PER']"
"['word_41', 'fake_org_46', 'fake_org_59', 'fake_prod_76']","['O', 'I-ORG', 'B-ORG', 'B-PROD']"
"['jhon', 'fake_per_91', 'from', 'fake_misc_52']","['B-PER', 'I-PER', 'O', 'B-MISC']"
"['fake_per_24', 'fake_loc_47', 'fake_org_12', 'moscow']","['B-PER', 'B-LOC', 'I-ORG', 'B-LOC']"
"['fake_prod_94', 'works', 'in', 'moscow']","['B-PROD', 'O', 'O', 'B-LOC']"
"['fake_prod_13', 'travels', 'fake_prod_97', 'moscow']","['B-PROD', 'O', 'B-PROD', 'B-LOC']"
"['linda', 'fake_org_75', 'in', 'fake_prod_91']","['B-PER', 'I-ORG', 'O', 'B-PROD']"
"['alice', 'fake_org_14', 'to', 'madrid']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['david', 'was', 'born', 'near', 'word_9']","['B-PER', 'O', 'O', 'O', 'O']"
"['fake_per_72', 'fake_loc_35', 'fake_loc_13', 'beijing']","['B-PER', 'I-LOC', 'B-LOC', 'B-LOC']"
"['david', 'fake_prod_12', 'in', 'fake_misc_99']","['B-PER', 'I-PROD', 'O', 'I-MISC']"
"['fake_org_67', 'studies', 'fake_prod_47', 'fake_org_77']","['B-ORG', 'O', 'I-PROD', 'I-ORG']"
"['fake_prod_13', 'fake_date_11', 'around', 'fake_prod_25']","['B-PROD', 'B-DATE', 'O', 'B-PROD']"
"['charlie', 'studies', 'fake_prod_23', 'tokyo']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['emma', 'moved', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_prod_61', 'fake_loc_67', 'fake_org_75']","['B-PER', 'B-PROD', 'I-LOC', 'B-ORG']"
"['linda', 'lives', 'fake_loc_66', 'fake_loc_7']","['B-PER', 'O', 'B-LOC', 'B-LOC']"
"['jhon', 'was', 'born', 'fake_prod_91', 'berlin']","['B-PER', 'O', 'O', 'I-PROD', 'B-LOC']"
"['fake_misc_73', 'lives', 'fake_prod_50', 'rome']","['B-MISC', 'O', 'I-PROD', 'B-LOC']"
"['charlie', 'lives', 'in', 'fake_misc_19', 'fake_prod_80']","['B-PER', 'O', 'O', 'I-MISC', 'I-PROD']"
"['fake_misc_36', 'studies', 'near', 'fake_loc_59']","['I-MISC', 'O', 'O', 'I-LOC']"
"['fake_loc_9', 'fake_misc_16', 'fake_misc_44', 'fake_org_54']","['B-LOC', 'I-MISC', 'I-MISC', 'B-ORG']"
"['emma', 'fake_org_23', 'to', 'fake_org_53']","['B-PER', 'I-ORG', 'O', 'I-ORG']"
"['michael', 'word_38', 'from', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_79', 'studies', 'fake_date_6', 'rome']","['B-LOC', 'O', 'I-DATE', 'B-LOC']"
"['david', 'fake_date_1', 'from', 'fake_per_46']","['B-PER', 'I-DATE', 'O', 'I-PER']"
"['fake_misc_69', 'fake_loc_78', 'fake_misc_91', 'fake_per_40']","['B-MISC', 'I-LOC', 'I-MISC', 'B-PER']"
"['linda', 'works', 'near', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
